measurement_id,analysis_tier,corpus,document_id,doi,site_id,latitude,longitude,property_id,property_russian,property,category_russian,category,value_num,value_text,unit_raw,unit_normalized,canonical_unit,normalization_status,qa_status,profile_label,horizon_label,depth_top_cm,depth_bottom_cm,method_raw,evidence_path,evidence_locator
measurement:table:4506497e092fd61c89f8,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,0.8,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r7:c3"", ""row_index"": 7, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""BCg, 70–90"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:46d6cc7d30216798cac0,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.9,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r4:c2"", ""row_index"": 4, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""ELnn,g, 21–35"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:5acc0de6b24f904f98e6,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,1.0,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r5:c3"", ""row_index"": 5, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""BELg, 35–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:5dbb586831f0689458aa,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,2.0,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,3.0,5.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r5:c3"", ""row_index"": 5, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""3—5"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:61b95361e608a3122c7e,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.1,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r7:c1"", ""row_index"": 7, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""BCg, 70–90"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:663d2a49845345ac68fe,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,12.37,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r7:c9"", ""row_index"": 7, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""BCg, 70–90"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:69030225f28c4985fd8b,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.5,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r6:c2"", ""row_index"": 6, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""BTg, 45–70"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:6a8f39c70fdb4f1318a8,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.6,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r8:c1"", ""row_index"": 8, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": "">10"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:6b415bea31450ed033db,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.3,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,5.0,7.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r6:c1"", ""row_index"": 6, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""5—7"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:6d20c979a413c06172f9,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,2.1,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,1.0,2.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r3:c3"", ""row_index"": 3, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""1—2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:715ef9aabe5a8b609b48,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.2,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r2:c1"", ""row_index"": 2, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""AY, 0–9"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:724a52054484528b9bbc,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.4,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r8:c2"", ""row_index"": 8, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""CG, 90–120"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:806c641ff42ae2fd9c71,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,3.38,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r2:c9"", ""row_index"": 2, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""AY, 0–9"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:8715c6c78295809f5619,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,19.0,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r2:c3"", ""row_index"": 2, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""AY, 0–9"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:88fe259439097669e631,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.9,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,1.0,2.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r3:c2"", ""row_index"": 3, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""1—2"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:8ad60ac859c977b49173,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.9,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r2:c2"", ""row_index"": 2, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""AY, 0–9"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:8c964f36111af93072c1,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.9,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,7.0,10.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r7:c2"", ""row_index"": 7, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""7—10"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:8ed44be90f54923bb759,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.3,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r8:c1"", ""row_index"": 8, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""CG, 90–120"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:9610b518d44428bd201c,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.3,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r2:c1"", ""row_index"": 2, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""Host soil mass (<1)"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:98f75ac5c4518f2ecca8,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.3,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,2.0,3.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r4:c1"", ""row_index"": 4, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""2—3"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:a271fcb8eaac42dc9b02,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,7.85,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r5:c9"", ""row_index"": 5, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""BELg, 35–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:a9523b6508aacc135557,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,3.6,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r5:c2"", ""row_index"": 5, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""BELg, 35–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:ad30860011fd9e8797d8,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,0.8999999999999999,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r8:c3"", ""row_index"": 8, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""CG, 90–120"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:b294300d161021db7d97,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,4.2,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,2.0,3.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r4:c2"", ""row_index"": 4, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""2—3"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:b31f802059973cb44fce,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_kcl,pH солевой (KCl) вытяжки,pH in KCl,кислотно-основные,acid_base,4.0,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r3:c2"", ""row_index"": 3, ""column_index"": 2, ""header"": ""pHKCl pHKCl"", ""row_label"": ""AELg, 9–21"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:c169e38a696a11287c48,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.0,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r5:c1"", ""row_index"": 5, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""BELg, 35–45"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:c71b5590c05364cd9dbe,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,5.22,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r4:c9"", ""row_index"": 4, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""ELnn,g, 21–35"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:ca39e2266888d1d0bb50,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,11.16,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r6:c9"", ""row_index"": 6, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""BTg, 45–70"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:d8a22a0f597224cae07f,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,0.6,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r8:c3"", ""row_index"": 8, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": "">10"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:e0dde15eae92ed0eac4e,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.6,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,7.0,10.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r7:c1"", ""row_index"": 7, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""7—10"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:e12e9fe8de329bf93502,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,1.7999999999999998,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r2:c3"", ""row_index"": 2, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""Host soil mass (<1)"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:ef1ede030a1ed413203e,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,clay,глина,clay,гранулометрический состав,particle_size,10.86,,%,%,%,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r8:c9"", ""row_index"": 8, ""column_index"": 9, ""header"": ""Clay, % Clay, %"", ""row_label"": ""CG, 90–120"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:f58af9e98fcadcd69783,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,ph_h2o,pH водной вытяжки,pH in water,кислотно-основные,acid_base,4.2,,pH,pH,pH,source_unit_already_canonical,flagged,OCR table profile,,,,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t02_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t02_part01:ocr_markdown:tm:r3:c1"", ""row_index"": 3, ""column_index"": 1, ""header"": ""pHH2O pHH2O"", ""row_label"": ""AELg, 9–21"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
measurement:table:f75cd07380f69af2fa40,supported_document_single_reported_coordinate,springer,springer:10.1134_S1064229324603974,10.1134/S1064229324603974,site:springer:10.1134_S1064229324603974:text:raw:ru_abbr:decimal:0,56.0264,37.19932,soil_organic_carbon,органический углерод почвы,soil organic carbon,органическое вещество и углерод,organic,2.2,,%,g/kg,g/kg,converted_or_canonicalized,flagged,OCR table profile,,2.0,3.0,,C:\ocr_work\results_springer_table_ocr_0deg\markdown\10.1134_S1064229324603974_p004_t03_part01.md,"{""table_candidate_id"": ""springer:10.1134_S1064229324603974:crop:10.1134_S1064229324603974_p004_t03_part01:ocr_markdown:tm:r4:c3"", ""row_index"": 4, ""column_index"": 3, ""header"": ""Corg, % Corg, %"", ""row_label"": ""2—3"", ""spatial_linkage"": ""document_single_reported_coordinate""}"
