site_id,country_code,site_name,region,latitude,longitude,spatial_precision_m,spatial_confidence,geometry_source,coordinate_evidence,coordinate_artifact_types,document_ids,dois,titles,publication_years,corpora,staged_measurement_count
site:pochvovedenie:Pochved2108014Sapronov:text:raw:dms:l:8,RU,"Reported study point 50.483694, 42.609222",,50.483694444444446,42.60922222222222,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"состепь, “Докучаевская” лесопо- лоса Воронежская область, Дивногорье,  50°58′21.4″ N, 39°18′13.2″ E Чернозем южный Haplic Chernozem (Siltic) Степь, разнотравно-типчаково- ковыльная Волгоградская область, Родников- ский, 50°29′01.3″ N, 42°36′33.2″ E Солонец луговой Gypsic Solonetz (Loamic, Columnic) Степь, полынно-злаковая Волгоградская область, 50°28′54.6″ N,  42°36′14.0″ E Луговая гипсовая cлитизированная  почва Pellic Gypsic Protosalic Vertisol  (Hypereutric) Степь, разнотравно-злаково-осоко- вая Волг",text,pochvovedenie:Pochved2108014Sapronov,,ВЫДЕЛЕНИЕ СО2 ИЗ ОБРАЗЦОВ ПОЧВ РАЗЛИЧНЫХ ПРИРОДНЫХ ЗОН,2021,pochvovedenie,0
site:pochvovedenie:Pochved2108014Sapronov:text:raw:dms:l:9,RU,"Reported study point 50.481833, 42.603889",,50.481833333333334,42.60388888888889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ozem (Siltic) Степь, разнотравно-типчаково- ковыльная Волгоградская область, Родников- ский, 50°29′01.3″ N, 42°36′33.2″ E Солонец луговой Gypsic Solonetz (Loamic, Columnic) Степь, полынно-злаковая Волгоградская область, 50°28′54.6″ N,  42°36′14.0″ E Луговая гипсовая cлитизированная  почва Pellic Gypsic Protosalic Vertisol  (Hypereutric) Степь, разнотравно-злаково-осоко- вая Волгоградская область, Новоаннин- ский район, Волгоградская область,  Веселый, 50°30′20.8″ N, 42°34′43.6″ E Светло-каштановая почва ",text,pochvovedenie:Pochved2108014Sapronov,,ВЫДЕЛЕНИЕ СО2 ИЗ ОБРАЗЦОВ ПОЧВ РАЗЛИЧНЫХ ПРИРОДНЫХ ЗОН,2021,pochvovedenie,0
site:pochvovedenie:Pochved2108015Shamrikova:text:raw:dms:l:2,RU,"Reported study point 67.218667, 65.652833",,67.21866666666666,65.65283333333333,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"13′42.3″ N,  65°33′56.7″ E, h = 400 м 7.27 2.00 <п.о. 23 <6.0 6.8 4.2 0.47 0.14 1.03 Руч. Развильный,  нижнее течение 67°13′18.2″ N,  65°39′05.4″, h = 215 м 7.44 9.1 <п.о. 59 <6.0 5.6 16.4 0.69 0.20 0.92 Карстовое озеро 67°13′07.2″ N,  65°39′10.2″ E, h = 210 м 8.92 7.6 0.86 54 12.9 5.2 14.3 0.62 0.20 0.87 Р. Большая Пай- пудына 67°13′00.5″ N,  65°39′20.4″ E, h = 150 м 8.29 11.7 <п.о. 80 17.3 9.1 21.0 1.11 0.24 0.96 − 3 HCO − 2 3 CO − 2 4 SO + 4 NH , − 3 NO , − 2 NO , − 3 4 PO  ПОЧВОВЕДЕНИЕ   № 8   2021 С",text,pochvovedenie:Pochved2108015Shamrikova,,Посвящается светлой памяти  Татьяны Алексеевны Соколовой,2021,pochvovedenie,0
site:pochvovedenie:Pochved2108015Shamrikova:text:raw:dms:l:3,RU,"Reported study point 67.216806, 65.655667",,67.21680555555555,65.65566666666668,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"течение 67°13′18.2″ N,  65°39′05.4″, h = 215 м 7.44 9.1 <п.о. 59 <6.0 5.6 16.4 0.69 0.20 0.92 Карстовое озеро 67°13′07.2″ N,  65°39′10.2″ E, h = 210 м 8.92 7.6 0.86 54 12.9 5.2 14.3 0.62 0.20 0.87 Р. Большая Пай- пудына 67°13′00.5″ N,  65°39′20.4″ E, h = 150 м 8.29 11.7 <п.о. 80 17.3 9.1 21.0 1.11 0.24 0.96 − 3 HCO − 2 3 CO − 2 4 SO + 4 NH , − 3 NO , − 2 NO , − 3 4 PO  ПОЧВОВЕДЕНИЕ   № 8   2021 СОСТАВ ВОДНЫХ ВЫТЯЖЕК ИЗ РАСТИТЕЛЬНОГО МАТЕРИАЛА 919 Оценка катионно-анионного баланса изучае- мых систем в ммо",text,pochvovedenie:Pochved2108015Shamrikova,,Посвящается светлой памяти  Татьяны Алексеевны Соколовой,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109006Polyakov:text:raw:dms:l:0,RU,"Reported study point 51.136111, 55.621111",,51.13611111111111,55.62111111111111,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," температуропроводности от влаж- ности для характерных горизонтов в различных частях почвенного комплекса. ОБЪЕКТЫ И МЕТОДЫ Изучены почвы траншеи, заложенной у с. Но- вопавловка Акбулакского района Оренбургской области (51°08′10″ N, 55°37′16″ E) на слабополо- гом склоне юго-западной экспозиции, примыка- ющем к р. Акмола на абсолютной высоте около 185 м над уровнем моря (рис. 3). Рис. 1. Меловые полигоны: общий вид (А) и меловые пятна в центре микроповышения (Б), июнь 2020 г. А Б  ПОЧВОВЕДЕНИЕ   № 9 ",text,pochvovedenie:Pochved2109006Polyakov,,ТЕМПЕРАТУРОПРОВОДНОСТЬ КРИОМОФНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109008Skvortsova:text:raw:dms:l:0,RU,"Reported study point 54.777089, 38.032039",,54.77708888888889,38.03203888888889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"истостью (от 15 до 20%) и, согласно лесорастительному райони- рованию, относится к зоне хвойно-широколист- венных лесов [5]. Разрез заложен в обширной запа- дине под пологом широколиственного леса. Коор- динаты разреза: 54°46′37.52″ N, 38°01′55.34″ E. Исследованная почва является типичным представителем почвенного покрова в западин- ных формах рельефа юга Восточно-Европейской равнины. Почвенный профиль имеет следующее строение: AU, 0–40 см (подразделяется на слои: AU1 0–15 см, AU2 15–30 см, AU3el 30–40 см",text,pochvovedenie:Pochved2109008Skvortsova,,ПРОСТРАНСТВЕННАЯ ОРГАНИЗАЦИЯ ПОР В ТЕМНО-СЕРОЙ ПОЧВЕ,2021,pochvovedenie,28
site:pochvovedenie:Pochved2109011Suzdaleva:text:raw:dms:l:0,RU,"Reported study point 51.970000, 55.320833",,51.97,55.32083333333334,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"Ы Для проведения эксперимента создавалась ис- кусственная модель семенного ложа из агрегатов двух типов почв: – чернозема южного (Calcic Chernozem – WRB) [9]. Место отбора проб – Соль-Илецкий район, Оренбургская область 51°58′12″ N, 55°19′15″ E. Поч- ва отнесена к тяжелосуглинистой по содержанию физической глины (<0.01 мм) – от 51.8 до 59.1%; – дерново-подзолистой почвы (Albic Glossic Retisols, Loamic, Cutanic – WRB) [9]. Место отбо- ра проб – Московская область, с. Ельдигино 56°07′23″ N 37°48′16″ E",text,pochvovedenie:Pochved2109011Suzdaleva,,ФИЗИКО-ТОМОГРАФИЧЕСКАЯ ХАРАКТЕРИСТИКА И СТРУКТУРА,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109011Suzdaleva:text:raw:dms:l:1,RU,"Reported study point 56.123056, 37.804444",,56.12305555555555,37.80444444444444,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"а к тяжелосуглинистой по содержанию физической глины (<0.01 мм) – от 51.8 до 59.1%; – дерново-подзолистой почвы (Albic Glossic Retisols, Loamic, Cutanic – WRB) [9]. Место отбо- ра проб – Московская область, с. Ельдигино 56°07′23″ N 37°48′16″ E. Почва отнесена к тяжело- суглинистой по содержанию физической глины (<0.01 мм) – от 51.8 до 59.1%. В пластиковые бюксы, объемом 3 см3, про- зрачные для рентгеновских лучей микротомогра- фа и обладающие минимальной степенью погло- щения, сопоставимой с водой,",text,pochvovedenie:Pochved2109011Suzdaleva,,ФИЗИКО-ТОМОГРАФИЧЕСКАЯ ХАРАКТЕРИСТИКА И СТРУКТУРА,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:0,RU,"Reported study point 56.099889, 37.819278",,56.09988888888889,37.81927777777778,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ерново-палево-подзолистую почву на по- кровных суглинках, подстилаемых мореной и рас- положенную под пологом смешанного леса, представленного елью, березой, бересклетом, орешником, папоротником, мхами, GPS-коор- динаты: 56°05′59.6″ N, 37°49′09.4″ E. Почва имеет следующее строение профиля: O (0–3 см) – AY (3–12 см) – AEL (12–25 см) – EL (25–40 см) –  ПОЧВОВЕДЕНИЕ   № 9   2021 АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ 1021 BEL (40–60 см) – BT1 (60–80(85) см) – BT2 (80(85)–140 см). Верхние легкосуг",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:1,RU,"Reported study point 56.133667, 37.802028",,56.13366666666666,37.802027777777774,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," текстурно-дифференцированная типичная агро- дерново-подзолистая среднесуглинистая средне- мощная на покровных суглинках, подстилаемых мореной, расположена на опытном поле Почвен- ного института им. В.В. Докучаева (GPS: 56°08′01.2″ N, 37°48′07.3″ E). Строение профиля: PU1 (5–20 см) – PU2 (20–30 см) – BEL (30– 60 см) – BT1 (60–80 см) – BT2 (>80 см). В ней утяжеление гранулометрического состава наблю- дается с глубины 60 см, а почвенная структура в нижней старопахотной части гумусового слоя, включающей ча",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:2,RU,"Reported study point 51.565333, 36.087611",,51.56533333333333,36.087611111111116,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"елом лёссовидном суглинке [26] (WRB – Haplic Chernozems (Loamic, Aric, Pachic)), распо- ложенный на территории Стрелецкого участка ЦЧ ГПБЗ имени проф. В.В. Алехина под по- кровом дубравы снытевой урочища Дуброшина (GPS: 51°33'55.2″ N, 36°05'15.4″ E). Строение его профиля следующее: AU (0–5 см) – AU2 (5–30 см) – AU3 (30–60(70) см) – AB (60(70)–96(100) см) – BCAmc1 (96(100)–120 см) – BCAmc2 (120–…см). Гумусовые горизонты имеют комковато-зерни- стую структуру с появлением слабой плитчатости в нижней части,",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:3,RU,"Reported soil-study context 51.621417, 36.261667",,51.62141666666667,36.26166666666666,,reported,"Explicit author-reported dms_cardinal coordinate; country validated; audited direct_source_soil_observation. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:3"", ""audit_category"": ""direct_source_soil_observation"", ""source_context"": ""тивно-гумусовый агрочернозем мигра- ционно-мицеллярный на лёссовидном суглинке [26] (WRB – Haplic Chernozems (Loamic, Aric, Pachic)), располагается под посевами злаков на опытном поле Курского НИИ АПП (GPS: Коор- динаты 51°37′17.1″ N, 36°15′42.0″ E). Строение про- филя: PU1 (0–20 см) – PU2 (20–40 см) – AU (40– 65 см) – AB (65–80 см) – BCAmc1 (80–110(130) см) – BCAmc2 (110(130)–…см). Пахотные слои до глубины 40 см представлены мелкозернисто- порошистой структурой переходящей в мелко- зернистую с признака""}",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:4,RU,"Reported study point 44.720528, 40.060361",,44.72052777777778,40.060361111111106,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ку- мулятивно-гумусовым черноземом слитизиро- ванным на делювиальных глинах и расположен под кустарниковой растительностью [26] (WRB – Vertisols), преимущественно черноплодным бо- ярышником  и  злаковыми  травами  (GPS: 44°43′13.9″ N, 40°03′37.3″ E). Строение профиля: AU1 (0–5 см) – AU2 (5–16 см) – AUv (16–43 см) – BCAv (43–…см). Верхние горизонты имеют ком- ковато-зернистую структуру, уже с глубины 16 см переходящую в глыбисто-призматиче- скую (рис. 1, 5). Чернозем слитой пахотный расположен на по- лях",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:5,RU,"Reported study point 44.721083, 40.060083",,44.72108333333333,40.06008333333333,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"е с глубины 16 см переходящую в глыбисто-призматиче- скую (рис. 1, 5). Чернозем слитой пахотный расположен на по- лях ФГБНУ “Адыгейский научно-исследователь- ский институт сельского хозяйства” под подсол- нечником (GPS: 44°43′15.9″ N, 40°03′36.3″ E). Строение профиля: PU1 (0–4 см) – PU2 (4–40 см) – AUv (40–… см). В данном варианте почв только верхние 4 см имеют зернистую структуру, глубже почвенные горизонты состоят из глыбисто-приз- Рис. 1. Морфология агрегатов: 1 – дерново-подзолистой почвы под лесной",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2109013Umarova:text:raw:dms:l:6,RU,"Reported study point 43.568056, 39.748611",,43.56805555555556,39.74861111111111,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"о-мета- морфическим желтоземам (элювиально-поверх- ностно-глеевая почва на желтоцветном делювии) и располагается в Краснодарском крае в дендра- рии ФГБНУ ВНИИЦиСК г. Сочи под злаковыми травами, мандаринами, фейхоа (GPS: 43°34′05″ N, 39°44′55″ E). Строение профиля: AY (0–6(10) см) – BEL (6(10)–19(23) см) – BM (19923)–73(75) см) – CLM (73(75)–…см). Его отличает комковато- порошистая и комковатая структура верхних го- ризонтов и бесструктурность почвы с глубины 19–23 см. Таким образом, все исследованны",text,pochvovedenie:Pochved2109013Umarova,,АГРЕГАТНАЯ СТРУКТУРА ЕСТЕСТВЕННЫХ И ПАХОТНЫХ ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:12,RU,"Reported study point 76.297500, 68.153889",,76.2975,68.153889,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"й площади. Лишайников ма- ло – 0.5%, преобладают накипные формы. Поч- ва – карбопетрозем очень сильно скелетный (Calcaric Hyperskeletic Leptosol (Loamic)). На склоне морской террасы восточной экспо- зиции (уклон 3°–4°) (76.2975° N, 68.153889° E) от- мечены криогенно-обусловленные полигональ- ные полосы сообществ мхов шириной 12–15 см (отдельные участки полос до 45 см ширины) меж- ду которыми располагались щебнисто-суглини- стые промежутки шириной 20–40 см. Общее про- ективное покрытие растений соста",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:13,RU,"Reported field object 76.295560, 68.148610",,76.29556,68.14861,,reported,"Explicit author-reported decimal_degrees_cardinal coordinate; country validated; audited verified_taxonomy_profile_table_object. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:13"", ""audit_category"": ""verified_taxonomy_profile_table_object"", ""source_context"": ""i, Papaver polare, Cochlearia groenlandica и Draba alpina. Поч- ва – пелозем гумусовый криотурбированный остаточно-карбонатный сильноскелетный (Cal- caric Skeletic Leptosol (Loamic, Humic, Turbic)). В ветровых убежищах (76.29556° N, 68.14861° E) распространена травянисто-моховая группиров- ка подушечников высотой 5–7 см, которые ино- гда формируют длинные полосы или полигоны до 1 м, обрамленные черной ветошью мхов и лишай- ников рода Stereocaulon. Проективное покрытие живых мхов составляет до 5%, ве""}",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:2,RU,"Reported study point 76.298330, 68.153056",,76.29833,68.153056,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ic)); Б – мыс Желания, разрез CJ-24-25, 76.95493° N, 68.46068° E, петрозем криотурбированный остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Protic, Turbic)); В – Ледяная Гавань, разрез LG-11, 76.29833° N, 68.153056° E, карбопетрозем очень сильноскелетный (Calcaric Hyperskeletic Leptosol (Loamic)); Г – Ледяная Гавань, разрез LG-12-14, 76.29750° N, 68.153889° E, пелозем гумусовый криотурбированный остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Hum",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:28,RU,"Reported study point 76.190000, 62.720000",,76.19,62.72,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," ± 0.011 LG-17 Сca 17–30 0.015 ±  ± 0.003 11.54 ± ± 1.59 29.59 0.81 ±  ± 0.13 0.027 ±  ± 0.006 0.61 0.007 0.034 ±  ± 0.007 0.049 ±  ± 0.010  ПОЧВОВЕДЕНИЕ   № 10   2021 БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ  1221 Русская Гавань, 76.19° N, 62.72° E Криозем глеева- тый скелетный RG-1 О 0–4 0.028 ±  0.005 22.66 ± ± 3.12 58.22 0.15 ±  ± 0.02 0.005 3.05 0.035 ±  ± 0.007 0.040 ±  ± 0.009 0.068 ±  ± 0.016 0.089 ±  ± 0.0021 RG-2 CR 4–11 0.036 ±  ± 0.007 28.60 ±  ± 3.94 54.29 0.18 ±  ± 0.03 0.006 3.22 0.037 0.0",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:3,RU,"Reported study point 76.295556, 68.148611",,76.295556,68.148611,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ая Гавань, разрез LG-12-14, 76.29750° N, 68.153889° E, пелозем гумусовый криотурбированный остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Humic, Turbic)); Д – Ледяная Гавань, разрез LG-15-17; 76.295556° N, 68.148611° E, пелозем гумусовый перегнойный остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Humic Turbic)); Е – Рус- ская Гавань, разрез RG-1-3, 76.1911° N, 62.67194° E, криозем глееватый скелетный (Skeletic Oxyaquic Cryosols (Loam- ic, Humic));",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:4,RU,"Reported study point 76.191100, 62.671940",,76.1911,62.67194,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," Ледяная Гавань, разрез LG-15-17; 76.295556° N, 68.148611° E, пелозем гумусовый перегнойный остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Humic Turbic)); Е – Рус- ская Гавань, разрез RG-1-3, 76.1911° N, 62.67194° E, криозем глееватый скелетный (Skeletic Oxyaquic Cryosols (Loam- ic, Humic)); Ж – Русская Гавань, разрез RG-4, 76.1925° N, 62.72722° E, петрозем (Skeletic Leptosol (Loamic, Protic)); З – Русская Гавань, разрез RG-5-6, 76.19194° N, 62.73944° E, карбопетрозем гу",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:5,RU,"Reported study point 76.192500, 62.727220",,76.1925,62.72722,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"caric Skeletic Leptosol (Loamic, Humic Turbic)); Е – Рус- ская Гавань, разрез RG-1-3, 76.1911° N, 62.67194° E, криозем глееватый скелетный (Skeletic Oxyaquic Cryosols (Loam- ic, Humic)); Ж – Русская Гавань, разрез RG-4, 76.1925° N, 62.72722° E, петрозем (Skeletic Leptosol (Loamic, Protic)); З – Русская Гавань, разрез RG-5-6, 76.19194° N, 62.73944° E, карбопетрозем гумусовый мерзлотный сильноскелет- ный (Calcaric Hyperskeletic Leptosol (Loamic, Humic)); И – Русская Гавань, разрез RG-7, 76.18833° N, ",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:6,RU,"Reported study point 76.191940, 62.739440",,76.19194,62.73944,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary," E, криозем глееватый скелетный (Skeletic Oxyaquic Cryosols (Loam- ic, Humic)); Ж – Русская Гавань, разрез RG-4, 76.1925° N, 62.72722° E, петрозем (Skeletic Leptosol (Loamic, Protic)); З – Русская Гавань, разрез RG-5-6, 76.19194° N, 62.73944° E, карбопетрозем гумусовый мерзлотный сильноскелет- ный (Calcaric Hyperskeletic Leptosol (Loamic, Humic)); И – Русская Гавань, разрез RG-7, 76.18833° N, 62.76055° E, пелозем остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Humic)); К –",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2110008Nikitin:text:raw:strict:l:7,RU,"Reported study point 76.188330, 62.760550",,76.18833,62.76055,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ol (Loamic, Protic)); З – Русская Гавань, разрез RG-5-6, 76.19194° N, 62.73944° E, карбопетрозем гумусовый мерзлотный сильноскелет- ный (Calcaric Hyperskeletic Leptosol (Loamic, Humic)); И – Русская Гавань, разрез RG-7, 76.18833° N, 62.76055° E, пелозем остаточно-карбонатный сильноскелетный (Calcaric Skeletic Leptosol (Loamic, Humic)); К – Бухта Благопо- лучия, разрез BB-8, 75.62361° N; 63.814167° E, пелозем гумусовый остаточно-карбонатный среднескелетный (Calcaric Skeletic Leptosol (Loamic, Humic))",text,pochvovedenie:Pochved2110008Nikitin,,БИОЛОГИЧЕСКАЯ АКТИВНОСТЬ ПОЧВ В УСЛОВИЯХ ПОКРОВНОГО,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111005Dubrovina:text:raw:ru_abbr:dms:0,RU,"Reported soil-study context 61.750000, 34.333333",,61.75,34.333333333333336,,reported,"Explicit author-reported russian_abbreviated_dms coordinate; country validated; audited verified_taxonomy_study_context. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""pochvovedenie:Pochved2111005Dubrovina:text:raw:ru_abbr:dms:0"", ""audit_category"": ""verified_taxonomy_study_context"", ""source_context"": "" углерода в подземной и надземной фитомас- се, дебрисе и подстилке для каждого типа земле- пользования. ОБЪЕКТЫ И МЕТОДЫ Исследование проводили на Агробиологиче- ской станции Карельского научного центра РАН и прилегающих к ней территориях (61°45′ N, 34°20′ E) в пределах г. Петрозаводска (Южная Ка- релия). Климат региона умеренно-холодный, пе- реходный от морского к континентальному. В южной части Карелии среднегодовая температу- ра воздуха составляет 2°С при 650 мм осадков в год [1]. Естественная растительность относится к среднетаежной подзоне зеленомошных хвойных лесов.""}",text,pochvovedenie:Pochved2111005Dubrovina,,ВЛИЯНИЕ ТИПА ЗЕМЛЕПОЛЬЗОВАНИЯ НА СВОЙСТВА ПОЧВ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:0,RU,"Reported study point 47.016228, 39.560886",,47.01622777777778,39.56088611111111,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"leum pratense L.) и др. Имеются лесополосы и байрачные леса с доминированием тополя Populus и акации белой Robinia pseudoacacia. Палеопочвы бронзового века исследовали под курганом 6 в курганной группе Высочино VI/VIII (47°0′58.42″ N, 39°33′39.19″ E; фоновая почва – 47°0′59.10″ N, 39°33′43.74″ E); курганом 1 в мо- гильнике Дядьковский XXXIV (45°32′7.22″ N,  1308 ПОЧВОВЕДЕНИЕ   № 11   2021 НЕСТЕРУК и др. 39°10′45.01″ E, фоновая почва – 45°31′53.85″ N, 39°11′3.10″ E); курганом 27 в могильнике 27 насы- пей ",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
site:pochvovedenie:Pochved2111009Nesteruk:text:raw:dms:l:1,RU,"Reported study point 47.016417, 39.562150",,47.016416666666665,39.562149999999995,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"йрачные леса с доминированием тополя Populus и акации белой Robinia pseudoacacia. Палеопочвы бронзового века исследовали под курганом 6 в курганной группе Высочино VI/VIII (47°0′58.42″ N, 39°33′39.19″ E; фоновая почва – 47°0′59.10″ N, 39°33′43.74″ E); курганом 1 в мо- гильнике Дядьковский XXXIV (45°32′7.22″ N,  1308 ПОЧВОВЕДЕНИЕ   № 11   2021 НЕСТЕРУК и др. 39°10′45.01″ E, фоновая почва – 45°31′53.85″ N, 39°11′3.10″ E); курганом 27 в могильнике 27 насы- пей у хутора Дербентский (45°30′23.1″ N, 38°57′11.4",text,pochvovedenie:Pochved2111009Nesteruk,,ПАЛЕОЭКОЛОГИЧЕСКИЕ УСЛОВИЯ КУБАНО-ПРИАЗОВСКОЙ,2021,pochvovedenie,0
